,sentiment
40753,1
13537,0
25802,0
17760,0
13044,0
5290,0
29234,1
26449,1
35000,0
12976,1
46623,1
13341,0
20592,1
12731,0
35978,0
22885,1
20734,1
43402,1
12614,1
48279,0
32714,1
24925,1
49471,1
17739,0
5072,0
30946,0
25365,0
688,0
5761,0
25152,1
47145,0
19913,1
33735,1
26227,0
14705,0
40116,0
42403,0
38277,1
17981,1
42100,1
40206,0
30584,0
45625,0
10958,1
26944,0
2026,0
17911,0
41046,0
22143,0
28265,0
10191,1
27279,1
33609,1
18878,1
8616,1
8580,0
8299,1
15843,1
43083,0
49757,0
8890,1
30821,0
12436,1
40668,0
25597,0
46400,0
10806,0
1861,1
14102,1
37524,1
21185,1
47589,1
19779,1
45507,0
3450,0
37932,0
37402,1
2930,1
32392,1
23672,1
40138,1
24404,0
24020,1
12381,1
34505,0
4464,1
31442,1
48355,0
14911,0
3739,1
41035,1
25144,0
25700,1
48282,1
29771,0
13030,1
13103,1
42277,1
9717,1
22562,0
39459,1
18731,0
3624,1
10902,0
166,1
27411,0
33206,0
9585,1
19677,1
2226,1
2534,1
6369,1
3336,0
8298,1
26479,0
16938,1
14368,0
37272,1
5663,0
22252,1
9099,0
45575,1
38793,1
32042,0
36385,0
41985,0
11809,0
40011,1
28507,1
28019,1
8778,1
1955,1
28096,0
44599,0
29101,1
48231,1
47668,0
2727,1
6913,1
17253,1
48924,1
45430,0
20948,1
31764,0
48084,0
3182,0
18535,0
16093,0
2412,0
20941,1
10199,0
19722,0
27850,1
14212,1
27001,0
43758,1
3173,1
25100,1
26648,0
3807,0
20791,0
11041,0
34780,0
40680,0
15833,1
15012,1
25191,1
33911,1
43265,0
49983,1
35252,0
27170,0
24149,0
40374,0
22118,0
16400,0
5022,1
27891,1
8863,0
606,1
14870,0
37170,0
20658,0
32451,0
11080,0
45470,0
24231,1
8743,0
38963,0
856,1
1926,1
14581,0
31944,1
26000,1
8785,0
19152,0
27817,0
23188,1
38107,1
9402,0
17017,1
30906,0
44,1
2812,0
45175,0
43263,0
23566,0
40433,1
30371,1
11861,0
40826,1
14628,1
20484,1
39284,0
4604,1
5816,1
19729,1
42988,1
13170,0
15492,0
36154,1
39818,0
6435,0
47105,0
47795,1
19742,1
31641,0
31468,1
24776,1
14405,0
44117,0
38576,0
2051,1
1025,0
30118,0
3073,1
9467,0
19481,1
31990,1
39970,0
6881,0
41825,1
7884,0
43242,1
535,0
49972,0
18648,1
17616,1
10053,1
8823,1
3796,0
10244,1
3926,0
34294,0
5597,1
1573,1
12339,1
7343,0
24195,1
14142,0
38466,0
17899,1
32851,1
28542,1
14570,1
49816,1
28167,0
10296,0
42322,0
27176,1
13805,1
27635,0
46705,1
22450,0
9257,1
11047,0
36959,1
40003,0
16760,0
8819,1
49492,0
31882,0
33468,1
37742,0
42529,1
17151,1
13948,0
5050,1
40326,0
37733,0
9216,1
21460,0
49628,1
12402,1
44721,1
22659,0
44564,1
31775,1
4954,1
43882,1
26748,0
49524,1
46478,1
13193,1
39869,0
33319,0
27906,1
21108,0
45108,1
19507,0
36578,0
28650,0
44309,0
39013,0
1739,0
49778,0
30507,1
43487,1
8203,0
22088,0
10256,1
22457,0
16611,1
23151,0
36001,0
32859,0
37347,1
26440,0
32078,0
3429,0
5248,1
44877,1
46970,1
42432,0
5884,1
45109,0
25305,1
16697,0
13978,0
30231,0
25793,1
19210,1
9800,0
42804,1
33842,1
7513,1
42656,0
32377,0
23391,0
3059,0
17475,0
49590,0
44458,0
6711,1
3433,0
4044,0
40334,0
13572,1
42537,0
26154,1
18926,0
12291,0
34703,1
31674,0
2897,1
33549,0
14225,0
7784,1
41000,0
8917,0
12810,0
13599,0
23160,1
23304,1
33764,1
39106,0
27429,0
28849,1
974,0
14905,0
22210,0
15455,1
42472,1
31970,0
36798,0
620,1
31762,0
3597,1
9952,1
21321,1
38944,0
5418,1
45174,0
33592,0
38028,0
31546,0
24983,1
39958,0
48524,0
16022,0
47195,0
43488,1
22617,0
2028,0
12544,1
45483,1
232,1
43570,1
41220,1
31595,0
23735,0
3763,1
11007,1
47895,1
17477,1
40557,0
7280,0
15416,0
30576,0
45184,1
48391,0
21912,0
15446,1
2512,1
4852,0
5996,1
20467,0
40986,1
33983,0
15571,0
23640,1
48648,0
24887,0
35675,1
33052,1
31049,0
24630,0
45361,0
15139,1
36198,0
11655,0
6706,0
4570,1
35818,0
40685,0
13677,1
7197,1
17918,0
29067,1
47385,1
47752,0
18416,1
12406,1
9639,1
7453,1
35926,0
27435,1
102,1
17282,0
28765,1
13885,1
1722,0
17178,1
31002,0
18360,0
35537,0
35952,0
41703,0
28957,1
45303,1
48840,1
25646,0
20009,0
40790,1
24116,0
8581,1
45823,1
43380,0
9700,1
32066,1
21694,0
38117,0
39479,0
10272,1
16004,1
1210,0
28909,1
13707,0
33250,0
1443,1
19988,0
38664,0
920,1
805,0
48409,1
12159,0
34532,0
37451,1
13483,1
40384,0
40470,1
46573,1
28297,0
24475,1
23922,1
42276,0
31672,0
49617,1
18629,0
21857,0
1153,1
21944,1
31590,1
1084,1
19889,0
35597,0
3097,1
23785,1
44775,0
25120,1
44226,0
16219,0
45276,0
4489,0
32702,1
40371,1
4476,1
49135,1
3072,1
43940,0
7527,1
18944,0
44616,0
29662,0
1880,0
35364,1
12729,0
34811,0
32339,1
2998,0
10899,1
8714,1
16058,0
49274,1
18426,1
20110,1
13447,1
4966,0
47032,0
42068,1
12636,1
40851,0
11058,1
6945,0
19686,1
32204,1
4465,1
40913,0
5905,0
3974,1
47604,1
34792,0
4385,1
25904,0
37288,0
44818,0
20591,1
25894,1
1775,1
34378,0
40993,1
47074,0
21892,1
11375,1
23170,0
46539,0
3877,1
5493,1
19121,1
10193,0
22232,0
28293,0
8503,1
40997,1
57,0
49484,0
12319,0
19009,1
36611,0
26110,0
29934,1
37348,1
35956,0
17744,1
36637,1
13884,1
43592,0
11615,0
40235,1
38053,0
41686,1
33162,1
9913,0
15448,0
13357,1
42594,0
22240,1
40687,0
19955,1
16073,1
38946,1
39018,1
3649,0
17268,1
10270,1
23652,0
44281,1
35729,1
16926,0
9014,0
12610,0
26339,0
4226,0
1862,1
4836,1
1272,1
3906,0
34093,1
2562,1
2838,0
735,1
37144,1
22953,0
17885,1
23133,0
9713,0
11604,1
32170,1
9608,1
36248,1
84,0
5013,1
43908,1
20158,0
45961,1
11646,0
8607,0
31020,1
32958,1
48015,0
2736,1
49159,1
44637,1
10128,1
36720,0
13343,1
39856,0
149,0
23667,1
9380,0
38779,0
24903,1
13860,1
553,0
36647,0
28267,1
30867,0
35128,0
40839,1
48238,0
48408,1
44689,1
21717,1
30597,1
47312,1
35217,0
40018,1
37680,0
20694,0
15787,1
356,1
4587,1
36841,0
44396,0
32659,1
43454,0
47433,1
44962,0
44603,0
47358,0
9688,1
18651,0
2267,1
34141,0
18499,0
20161,0
3879,0
26933,1
39938,1
1745,1
32680,0
23451,0
41519,0
6964,0
19851,0
49219,0
41083,1
40899,1
48426,1
4973,1
26828,1
33750,0
43533,0
20645,0
27365,0
47913,1
4549,1
47186,0
48701,0
35093,0
7977,0
12770,0
30942,0
39742,0
8207,1
37411,0
44385,0
18802,0
40230,1
2488,0
11603,1
22196,1
22120,0
17489,0
28573,1
35142,1
5064,0
19088,1
45459,1
36200,0
19817,1
29021,1
45598,1
42162,1
48004,0
218,1
32982,1
14902,1
1314,0
37390,1
24984,0
2655,0
49059,1
49987,0
20508,0
12862,0
33364,0
22487,1
4451,0
35043,0
46461,0
5412,0
40707,1
48590,1
31818,1
17763,1
5180,0
46741,0
23430,1
25110,1
35384,0
36246,1
37540,0
38209,1
40368,1
28323,1
44697,0
42449,1
4099,0
25649,0
44478,0
7131,1
20032,0
21318,0
6609,1
27823,0
7728,1
7004,0
4767,1
25852,0
5945,1
5587,0
46743,0
18823,0
675,0
38611,1
36123,0
5019,1
43415,0
24136,1
21367,1
48729,1
34399,1
23134,1
39957,0
46324,0
34570,1
38389,0
4334,1
42702,0
21933,1
28370,1
34013,1
15396,0
26908,0
15904,0
9453,1
30267,1
29763,0
8673,0
25436,1
8460,1
27664,0
17677,0
668,0
13939,1
39340,0
30343,0
15227,1
40046,0
46792,0
10130,0
26320,1
25427,0
24284,1
812,1
24040,1
32044,1
17843,1
37077,1
26953,0
29936,1
14681,1
2101,0
45522,1
27709,1
11403,0
9421,0
44549,0
23237,0
48616,0
32706,0
41312,0
9439,0
5737,1
24836,1
32621,1
40503,0
11579,0
6251,1
4069,0
5635,1
19795,0
11888,0
7983,0
44821,0
3369,0
42473,1
8649,1
29676,0
37627,1
41969,0
35501,1
11724,1
32090,0
5320,0
8441,1
22226,0
45166,0
24387,0
44761,1
17783,0
11880,1
11366,0
11649,0
49658,1
26701,0
23756,0
28857,1
41541,1
42947,0
3008,0
30317,1
5866,1
48200,0
30155,0
24314,0
41676,0
31517,1
46206,0
38573,0
28973,1
49533,0
33460,1
24467,1
17074,0
39632,1
36564,0
39192,1
6864,1
42645,0
36433,0
49018,1
46462,0
20004,0
8678,1
44273,0
32229,0
19264,1
10227,0
40792,1
42195,1
15301,0
45977,1
41186,1
23971,1
35212,1
24117,1
12707,1
19578,1
22251,0
35666,0
15925,0
42220,0
33388,1
22945,0
18328,1
36225,0
16623,0
2002,1
8937,1
46048,0
28256,1
44010,1
21557,0
47850,0
15573,0
38655,1
8843,0
48768,0
24655,0
36216,1
14636,1
14097,1
15860,0
16203,0
31754,0
14426,1
22421,0
13848,0
13711,0
13502,1
14347,0
21771,1
47051,0
17085,0
41079,1
48314,1
6405,1
10133,1
35044,0
22345,0
14992,1
9500,0
27795,1
15716,0
46424,1
32195,0
29937,1
22017,1
28945,0
13191,0
46608,0
21084,1
34199,1
8056,1
31712,0
35487,0
34879,1
16641,1
49996,0
32617,1
16464,0
46294,0
49333,1
335,0
17399,1
31475,0
41739,0
5768,0
40457,1
9567,0
15642,1
29324,0
14790,1
38613,0
43131,1
38771,0
22991,1
31962,0
21807,1
45571,1
4245,0
12102,1
15279,0
28281,0
14466,1
1224,0
5143,1
7709,0
638,1
36853,1
21088,0
12633,0
10318,1
43559,1
31733,1
7733,0
23699,1
27263,0
37762,1
26221,1
24075,1
5130,1
26509,1
19974,1
35407,0
45581,1
33990,1
28954,1
20368,0
7447,1
37787,0
36604,0
3381,0
29603,1
28239,1
46512,0
28210,0
23306,1
16547,1
37721,0
6104,0
10659,0
19906,0
40613,0
27922,1
31082,1
12679,1
29627,1
46091,0
6799,1
32554,0
2480,1
27863,1
10830,0
32508,0
38615,1
10515,0
37230,0
40619,1
13982,0
8973,1
13838,1
1639,1
11374,0
10083,1
29129,1
35696,1
29828,0
11614,0
13228,0
14081,1
38883,0
35752,0
12849,1
22316,0
7509,0
38484,0
41097,1
35097,1
43587,0
33995,0
33157,0
45057,1
19661,1
2465,1
16777,1
31768,1
44213,1
44495,1
13613,1
45211,1
38364,1
34040,1
28755,1
49619,0
20550,0
8808,1
45418,0
5566,0
22381,0
7608,1
31494,0
20888,0
24946,0
1437,1
43274,0
42353,0
19754,1
18081,0
42253,0
40705,1
531,1
10768,1
45001,1
40306,1
32730,1
22231,0
33608,1
44802,1
34717,0
38024,0
9812,0
11054,1
38154,1
41992,1
30120,1
16263,0
7034,1
5802,0
33775,1
36010,0
20741,0
29556,0
49195,0
3217,0
16949,0
175,0
44646,1
45848,0
42396,1
31108,0
19314,0
38995,0
41613,1
744,0
40688,0
48485,0
44005,1
41238,1
22801,1
7703,1
20271,0
35940,1
36314,0
2570,1
46250,0
11845,0
2519,0
37221,1
5058,1
43793,1
23032,0
1957,0
47903,1
44634,1
24104,1
12023,0
7095,0
15426,1
15674,0
38486,1
26799,1
1574,0
32997,0
9541,0
29477,0
42246,1
21455,1
22511,1
3223,0
37002,0
8457,1
21313,1
33843,1
15512,0
1927,1
36326,1
23334,1
24584,1
4488,1
11088,1
31526,1
26165,1
44344,0
8058,0
10483,0
1842,1
38320,1
5690,1
30824,1
38280,1
1601,1
18511,1
29859,0
24659,1
24179,1
32518,0
37942,1
24337,1
48304,1
44613,1
25090,0
22720,0
3244,0
22327,1
42708,0
29944,0
18283,1
43851,0
49137,1
33427,1
26056,0
3962,0
21741,0
849,1
11818,1
29981,0
10022,1
33987,0
38355,0
16516,1
14144,0
24418,0
1304,1
3019,0
36426,0
14546,0
29788,0
1233,1
11992,0
36660,0
43961,1
32754,0
24112,1
33930,1
31576,1
49629,1
45391,1
424,0
31841,0
16879,0
13083,1
28095,1
30612,0
4118,1
27648,0
809,0
24274,1
28517,0
48401,1
38772,1
15067,1
45989,1
19725,1
11252,0
33573,0
38717,1
40168,1
1208,0
11203,1
23867,1
41857,1
42241,1
41351,1
49826,1
46790,1
46910,1
25977,0
17098,0
24332,1
49752,0
39326,1
14244,0
29542,0
37672,0
35327,1
1929,0
33401,1
36812,1
14392,0
43913,0
22729,0
49190,1
41926,1
11780,0
25946,1
49430,1
27051,1
18992,1
24401,1
5701,0
25564,0
2216,1
25073,1
11320,0
31060,1
22966,0
31267,0
41822,0
16314,1
4568,1
28844,0
40651,1
41173,0
18359,0
6599,0
1847,0
881,0
15615,1
6063,0
2188,0
40367,0
21481,0
35760,1
48764,0
17330,0
2781,1
38229,0
35306,1
42525,1
45367,1
18561,1
2560,1
16216,1
44702,1
28394,1
9551,1
530,0
27265,0
42831,0
5612,0
23022,0
40021,1
49955,1
18146,1
44099,1
9978,1
18390,1
47383,0
12432,0
11363,0
39568,1
2401,1
44668,0
20064,0
9635,1
30298,0
10549,1
18764,0
7256,1
17124,0
46742,0
30777,0
5928,1
1833,0
4753,0
11482,0
13691,1
29646,0
27547,0
4872,1
49569,0
46696,1
1472,1
40700,1
19617,0
36472,0
11746,0
41588,1
6692,1
19943,0
36739,0
46069,1
25247,1
43103,0
47538,0
47682,1
8662,1
18840,0
5314,0
25347,1
11657,1
43760,1
10459,0
44007,0
5560,1
25773,0
31794,0
18420,1
12769,1
8069,0
5819,0
13188,0
37241,1
12331,1
11446,1
5136,1
8746,0
41535,1
9147,0
21568,1
1440,1
28110,0
13714,0
9696,1
29068,0
1206,0
40878,1
12473,1
45323,1
45626,1
38016,1
16127,0
31232,1
47780,1
16648,1
11932,1
9600,0
48159,0
12827,1
27347,1
12333,1
27245,1
43272,1
13479,0
43620,1
27925,1
44109,1
27910,0
23103,1
14724,1
33390,0
12271,0
10197,0
15807,1
35765,0
39854,1
41747,1
49543,0
31067,0
14187,0
16070,0
49560,1
32485,1
16469,0
40007,0
31272,0
34097,0
14910,1
24689,0
16795,0
45247,1
4240,1
5090,1
25197,0
30718,0
6466,1
40558,1
8936,1
39425,1
31204,0
29457,1
47881,1
1315,0
12718,0
19672,0
9223,1
38266,0
10352,1
8074,1
42975,1
34122,0
15598,1
41493,0
36361,0
43275,0
37269,0
28599,0
41283,0
23368,0
13578,1
14909,0
1046,1
17968,1
23435,0
26001,1
39766,1
15964,1
32357,1
14941,0
41007,0
3138,1
41239,1
41852,1
38451,1
28496,1
22110,0
20286,1
1772,1
29772,1
33674,1
14590,0
23420,0
35265,1
36522,1
1287,0
3948,0
29852,0
2621,1
13291,1
24627,0
24536,1
14814,0
42749,0
28428,0
22984,0
23682,1
41629,1
36583,1
29914,1
12017,0
38303,1
48258,1
17544,0
2238,1
34181,1
49592,0
28609,0
1205,1
4664,1
48841,0
39073,0
24497,0
40496,1
46264,1
31396,1
27147,0
45233,1
25914,0
47141,0
37006,0
33731,1
29422,1
34066,0
42807,1
45889,1
17246,1
25131,0
24101,1
15737,1
37359,1
40501,0
40679,1
12964,0
20854,0
9999,1
31581,0
36277,0
3825,0
4958,0
29993,1
2777,0
24719,0
39401,1
48814,1
9144,0
46221,0
36070,0
14582,1
8896,0
46253,1
10011,0
43707,0
7683,1
21500,0
33131,0
15070,0
41101,1
45602,1
41105,1
30854,1
3054,0
11686,0
6917,0
40712,0
885,0
22713,0
6288,0
18599,1
6409,0
14007,1
35562,0
5274,1
14529,1
24403,1
35721,1
32517,1
29020,1
35377,1
35008,1
48292,1
5758,1
12847,1
19948,1
24147,1
12965,1
45048,1
749,1
21965,1
2355,1
3437,0
12344,1
23631,0
20407,0
39647,1
12059,1
49032,0
8912,0
17991,1
47354,0
3976,1
12620,0
42285,1
12517,0
6210,0
13616,1
32809,0
16881,0
23459,0
9347,1
43009,1
10667,1
24634,0
39517,1
6027,1
3699,1
35566,1
8652,0
19997,1
1329,1
34860,0
14034,1
45059,0
18543,0
21553,1
42002,1
39292,0
5125,1
1571,1
35662,1
39184,1
15698,0
29143,0
27655,1
19549,0
41638,1
39048,0
29503,1
28544,1
40982,0
24038,1
18458,1
28325,0
39955,0
37639,1
49558,1
24718,0
35188,1
48494,1
34143,1
41882,0
30384,1
34015,0
20809,1
46693,0
11850,1
8449,1
14624,1
34819,0
15542,1
2202,0
3477,0
37186,1
24671,0
8265,1
27546,1
15628,1
25843,0
36862,0
12049,0
201,1
21044,1
40323,1
695,0
13776,0
43792,0
1428,0
16868,1
47072,0
8551,0
3733,0
41298,0
32166,1
28250,0
41290,1
14213,1
13002,1
36156,0
29839,1
31344,1
10719,0
17691,0
15264,0
35355,1
36810,1
6019,1
9891,1
44590,1
18417,0
39623,1
2450,0
37757,1
1504,1
3768,1
39533,0
28788,1
6990,1
43476,0
41226,1
21218,1
11804,1
22119,0
32340,1
36886,1
32717,0
32992,0
18757,0
11758,0
4129,0
17872,0
11021,1
43774,0
3527,0
36568,1
766,0
31735,1
17187,0
49848,0
37472,0
31136,1
24910,1
15213,0
37802,1
38246,1
6294,0
10870,0
44556,0
48853,0
23589,1
325,1
29879,1
14687,0
23191,0
7595,0
3689,0
33292,1
33554,1
17445,0
36189,0
28864,0
34619,0
33823,1
37990,1
11186,0
41,1
5831,1
22214,0
24678,0
10158,1
44124,0
5108,1
19597,1
41260,0
43584,0
6595,0
42968,1
26274,1
8229,0
20249,0
34676,0
27830,0
19307,0
11612,0
45313,0
41930,0
29144,0
19343,1
45853,1
23688,1
25317,0
46670,1
27581,1
44377,0
21320,0
40568,1
9760,1
30318,0
26576,0
11233,1
23230,1
49973,0
18929,1
19112,1
42835,0
14328,1
16485,0
37600,1
11995,1
47537,0
22768,0
16913,0
36459,0
8414,1
10019,1
49170,0
19209,0
14371,0
40871,1
37456,1
11675,1
22296,1
49428,0
18327,1
10573,0
2720,1
31045,1
10162,1
5955,0
12912,1
18563,1
11728,0
35958,1
31731,1
16189,0
43995,0
31780,0
43398,1
43530,0
19612,0
27855,0
33588,0
32639,1
24623,0
44625,1
31052,1
36831,1
37514,0
31682,1
6084,0
15763,0
35965,0
11716,0
39629,0
6952,0
47322,0
17251,1
18831,1
43658,1
34893,0
9690,1
29358,1
27246,1
37917,0
20804,1
19117,0
44533,0
2844,1
47566,1
13043,0
36139,1
36475,0
48973,0
44545,1
35949,1
49667,0
34454,1
11540,1
11520,0
48185,1
24392,1
42031,1
19903,1
829,0
28564,1
7808,1
20925,1
18364,1
21037,0
185,0
21280,1
49905,0
5546,1
19562,0
26076,1
23390,1
24737,1
21561,1
22676,1
24008,1
28598,0
22755,1
4574,1
43316,1
14491,0
48933,1
14533,0
39712,1
3960,1
33049,1
29621,0
31019,1
35717,0
35372,0
20962,0
24083,0
20905,0
11621,0
37725,0
49926,1
13141,0
28429,0
12189,0
10392,1
37142,0
12056,1
26686,0
44114,0
393,1
22148,0
42095,1
47293,1
49879,0
38554,0
27182,1
867,1
24834,0
11144,0
433,1
44119,0
47667,0
27866,1
16737,0
14689,0
8365,1
40956,0
604,0
14048,0
43721,0
2774,0
37949,0
5029,1
37020,1
42868,0
31397,0
25706,0
9680,0
21337,0
47929,1
3571,0
8452,1
24638,1
23054,0
19918,1
18208,0
47899,0
9989,0
36233,0
40085,0
43599,1
32303,0
18500,1
17423,1
28526,0
46588,1
30163,1
38434,1
6185,1
29154,1
18041,1
47826,0
21715,1
25831,1
36662,0
3859,1
15412,1
3958,1
20319,0
10282,1
24866,0
30147,0
39242,0
540,1
33773,0
1749,1
25165,0
36194,0
45672,0
7483,1
44574,1
26135,0
10841,0
42444,1
6664,0
13134,0
48539,1
10301,0
37302,1
38581,1
17171,1
41272,0
2313,0
22307,0
32558,0
16265,0
975,0
23359,0
30752,0
14900,1
12953,0
44184,1
22410,0
5119,0
7818,1
18140,1
40311,0
18008,0
34738,1
15346,1
4948,0
41068,0
2632,0
360,1
30539,1
29916,1
36915,0
19228,0
20126,0
49573,0
8550,1
15793,0
31305,1
20415,0
38349,1
17525,0
41983,1
42378,0
39561,1
7039,1
17111,1
9373,1
33679,1
47803,1
3896,0
28028,1
5909,0
15626,0
20381,0
123,0
17789,0
41736,0
44862,0
16770,0
31441,1
27008,0
21094,0
43164,0
14460,0
10494,0
11855,0
46254,1
6096,0
1768,1
32344,0
10219,1
37929,1
38284,0
47069,1
1452,0
48294,1
43571,1
27871,1
21283,0
9942,0
40650,1
9092,0
45832,0
48163,0
11961,0
2806,1
2681,0
12927,0
23358,1
48832,1
34342,1
27102,0
39849,0
3314,0
23717,1
35966,1
16945,0
12882,0
10563,1
20978,1
8396,1
49756,0
28588,1
40459,1
20497,0
23084,1
46582,1
26447,1
9292,1
15773,1
135,0
6077,0
24222,1
12652,0
28789,0
11996,1
5856,1
24336,1
2944,1
29837,1
22446,1
27944,1
35753,0
5465,0
32119,1
10224,1
27470,0
22696,0
15941,0
46448,1
37254,1
35028,0
12433,1
26622,0
3237,1
26635,1
23492,1
48515,0
44947,0
31031,1
34981,1
17711,0
36546,0
47962,1
13712,0
14574,1
16747,0
49942,0
18913,1
15105,0
24522,1
23565,1
23033,1
14410,0
26847,1
44490,0
40831,0
17461,1
31309,1
46077,1
12018,0
32169,1
22241,0
12685,0
6061,1
11399,1
21344,1
49404,0
11423,0
31666,1
45944,0
18534,1
49862,1
35687,0
28521,0
45679,0
33494,0
37673,1
11486,1
5887,0
17917,1
1517,0
10297,0
11971,0
14538,0
7177,1
2380,0
1236,0
35394,1
33429,0
34475,0
28105,1
35653,0
45923,1
8796,1
28725,1
571,1
5404,1
7765,1
48087,1
9133,0
47073,1
23362,1
13217,1
25461,0
23973,0
38455,0
24453,0
41165,1
42495,1
36779,0
31582,0
22977,0
49509,0
31934,1
3724,1
26134,1
25,1
41957,0
42750,0
22828,0
21734,1
18382,0
24218,0
1365,1
23807,1
16582,0
47932,0
3204,0
41500,0
32863,1
41815,0
4442,0
14094,0
45013,1
35444,0
34762,1
29465,0
32144,0
15237,0
13346,1
19350,0
14391,1
2065,1
43302,1
13678,0
25489,0
1858,1
5061,0
49779,1
18243,0
16893,1
21331,1
26461,0
4975,1
17875,1
7639,0
17415,0
13437,0
35930,1
49161,1
29224,1
32655,0
2792,0
44474,0
10897,0
5207,1
35045,1
11299,1
29030,0
19081,1
12726,0
26093,1
23375,0
4651,1
14047,0
25908,1
37843,1
15131,1
16579,0
29126,0
6624,1
42731,0
30214,0
34809,0
15817,0
7712,1
37928,0
34360,1
1017,0
855,1
41300,1
15963,0
42577,1
9412,0
5719,1
17286,1
33938,1
6501,1
8192,1
8633,0
15104,0
16897,1
23743,1
40332,1
17986,1
15759,1
37512,0
47038,1
48088,0
26887,0
37075,1
29346,1
19885,0
26930,0
22036,1
8443,0
23282,0
19299,1
43076,0
33308,1
10614,1
21930,1
3718,0
5888,0
42893,0
33019,0
44227,0
48489,1
10114,1
4412,0
45298,0
24848,1
42221,0
24886,0
41224,1
30703,1
44656,1
34646,0
35899,1
11184,1
8455,0
25701,1
49944,1
15584,1
18022,0
17481,1
28867,1
13018,1
40438,0
37319,0
39566,0
26436,1
2794,1
22537,1
29471,1
28355,0
38604,1
29737,1
44208,0
21184,0
7719,0
18867,0
22481,0
43674,0
12897,0
29120,0
41386,0
34993,0
47197,0
3821,0
17448,0
21152,1
12822,0
33317,0
7088,1
29210,0
9239,0
41712,0
32224,1
49236,0
40362,0
12667,0
40053,0
49447,1
31924,1
27762,0
36312,1
37435,0
39671,0
31109,0
35014,1
4309,1
37489,1
19290,0
38139,0
27551,1
25677,1
2646,0
12202,1
32079,1
20835,0
26979,1
37963,0
24591,1
34100,0
6421,1
25499,0
20990,1
14103,0
40451,1
4661,1
13513,0
31446,0
30153,0
12578,1
19674,1
15604,1
21157,1
42106,1
23136,0
41770,0
38545,0
18791,1
20098,1
31172,0
47229,0
41217,1
12359,0
3846,1
22679,0
13540,1
35118,1
9631,1
16712,0
20555,0
37473,1
26080,0
15299,0
19402,0
41317,0
47161,0
25269,0
27668,0
37669,0
32731,0
3261,1
12526,1
29848,1
34794,1
37127,0
40842,0
32803,1
37093,0
47696,1
40493,1
3867,1
28377,1
27261,1
20543,1
6023,0
47196,1
40554,1
32763,0
15040,1
11091,0
40717,0
48580,0
43947,1
13472,0
24804,0
1602,0
15062,0
19717,0
44060,1
45822,1
36297,1
7591,0
29659,1
7506,1
21262,1
19319,1
48423,1
24203,1
40192,1
37483,1
32802,0
22987,0
9213,1
31079,0
31229,0
29534,0
42515,0
22638,1
8727,1
15749,1
14932,0
1535,0
49075,1
21524,1
27715,0
39066,1
6307,1
13803,1
14028,1
26297,1
3652,0
18813,0
22724,1
48006,1
48556,0
3647,1
34873,0
39940,0
3215,0
16622,1
6255,0
47954,1
10815,0
42021,0
9526,0
26098,1
48996,1
21147,0
32511,0
5714,0
26420,1
49000,1
28003,1
7313,1
29341,1
48807,0
45461,0
45559,0
28237,0
16525,1
31056,0
27288,1
47865,0
4053,1
45282,1
48181,1
43522,0
20957,1
25181,1
43641,1
47187,1
5101,0
28604,0
46304,1
44415,1
13901,0
16903,0
30086,1
5924,0
41023,0
8430,0
245,1
29911,0
5483,1
5324,0
37527,0
2364,1
4307,0
47339,0
42722,0
8800,1
11731,1
29590,1
31742,0
37090,0
39331,1
27982,1
13145,0
30035,1
18797,1
13811,0
37012,0
5277,1
24549,1
707,1
16047,1
27681,0
23585,1
14527,1
39776,1
1578,1
28672,1
27235,1
20181,1
2524,0
59,1
11067,0
1419,1
10597,1
16151,0
7260,0
36645,1
10769,0
16321,1
42218,0
21903,0
925,1
1362,0
29023,1
40891,1
46117,0
43139,1
19980,1
16717,0
39010,1
42419,0
20147,0
27234,0
44766,0
33003,1
19270,1
26843,1
28505,1
18254,1
46295,1
3575,0
17550,0
22920,1
28163,1
22275,0
25844,1
33153,1
48384,0
30457,0
2144,0
2167,1
17803,0
49457,0
32989,1
34034,1
45125,0
15058,1
15354,1
43616,1
45005,0
27929,1
39681,1
21200,0
16327,0
30422,1
46382,0
44910,1
20498,0
2205,0
32110,0
43199,1
31298,0
49091,1
25323,0
30434,0
16017,1
29705,0
10076,1
43784,0
45069,1
45345,0
22805,0
11943,1
13520,0
12766,0
25947,0
48057,1
33208,1
16973,1
28516,1
44473,0
23044,1
17589,0
29042,0
6677,0
1479,1
12328,0
31338,0
561,0
32268,0
1522,0
39805,0
26346,0
33630,0
6446,1
30138,0
44886,0
4290,1
26340,1
14351,0
28524,0
32189,0
45364,0
22660,1
28015,1
12550,1
22579,1
19311,0
33587,0
26446,0
23223,0
34569,0
4591,1
13761,0
43830,1
14530,1
49597,0
24926,1
16970,0
40416,0
6621,0
915,1
972,1
19427,1
37324,1
30969,1
118,0
10548,0
12801,0
22881,0
20656,0
976,0
49602,0
6728,0
39983,0
17753,1
2423,0
4407,1
1689,1
3411,0
3133,0
1187,0
16944,0
39252,0
26127,1
19083,1
1144,1
19803,1
13635,1
36202,0
16383,0
25137,0
47492,1
48710,0
47772,1
12587,0
36031,1
41156,1
23655,1
49971,0
46251,1
37914,1
39146,0
39210,1
22797,0
46085,1
4723,0
15063,1
9231,0
26709,1
41835,0
39596,0
47973,1
11526,1
28553,0
29152,0
15692,1
48328,0
9361,1
15855,0
25402,1
11200,0
15218,0
3717,1
31811,1
